Wagon ID,Wagon Number,Wagon Type,Zone Code,Zone Name,Division,Current Station,Destination Station,Cargo Type,Capacity (Tons),Current Load (Tons),Status,GPS Latitude,GPS Longitude,Speed (km/h),Temperature (°C),Last Updated Timestamp
WG00315,5702402901,BTPN,SER,South Eastern Railway,Chennai,Secunderabad,Bhopal,Food Grains,50,35.1,Loading,31.465221,78.119359,57,44.0,2026-06-30 01:33:35
WG00316,6091282977,Tank,SWR,South Western Railway,Hyderabad,Guntur,Nagpur,Cement,65,36.0,Loading,21.610683,78.867429,67,47.3,2026-06-30 01:31:35
WG00317,6423269997,BTPN,SR,Southern Railway,Delhi,Agra,Bhopal,Iron Ore,75,54.9,Unloading,17.936916,68.847243,73,28.7,2026-06-29 22:29:35
WG00318,9152608364,BOXN,NR,North Railway,Kolkata,Chennai,Kanpur,Containers,70,65.3,Loading,22.968259,79.538907,52,21.5,2026-06-29 19:13:35
WG00319,3145452510,BTPN,CR,Central Railway,Mumbai,Kanpur,Howrah,Iron Ore,50,29.2,Loading,25.081951,86.670693,30,31.4,2026-06-29 23:44:35
WG00320,8782697203,BCN,SR,Southern Railway,Visakhapatnam,Visakhapatnam,Secunderabad,Steel,65,17.1,Idle,24.447995,71.216367,55,50.6,2026-06-29 13:51:35
WG00321,7919162964,Tank,SWR,South Western Railway,Chennai,Vijayawada,Howrah,Automobiles,50,21.8,Delayed,19.15269,72.577596,62,20.9,2026-06-29 23:43:35
WG00322,2847057682,BCN,ER,Eastern Railway,Hyderabad,Vijayawada,Chennai,Steel,50,24.8,Maintenance,19.029989,82.394023,71,42.1,2026-06-29 23:46:35
WG00323,6089044010,BCN,CR,Central Railway,Lucknow,Secunderabad,Kanpur,Containers,50,31.5,Delayed,19.185768,75.456597,70,33.1,2026-06-29 15:24:35
WG00324,6158583327,BCN,NWR,North Western Railway,Chennai,Agra,Chennai,Steel,50,19.2,Idle,12.793504,70.337141,80,39.1,2026-06-29 22:54:35
WG00325,9494618324,BTPN,SWR,South Western Railway,Mumbai,Warangal,Agra,Iron Ore,50,18.6,Running,12.348757,85.950911,53,45.6,2026-06-30 01:22:35
WG00326,4078571834,Flat,NR,North Railway,Kolkata,Agra,Delhi,Food Grains,60,33.4,Maintenance,26.248384,74.303087,13,48.1,2026-06-30 00:20:35
WG00327,1295143737,Covered,NWR,North Western Railway,Jaipur,Nagpur,Delhi,Coal,70,59.9,Running,16.466531,71.52246,90,50.6,2026-06-29 18:33:35
WG00328,1969527471,BCN,ER,Eastern Railway,Secunderabad,Visakhapatnam,Guntur,Containers,75,47.9,Unloading,22.413642,70.401175,95,23.2,2026-06-29 20:40:35
WG00329,9492847920,BOXN,WR,Western Railway,Delhi,Hyderabad,Agra,Containers,75,65.0,Unloading,23.809481,83.619937,86,36.0,2026-06-29 15:49:35
WG00330,8031415097,Hopper,SCR,South Central Railway,Visakhapatnam,Chennai,Kanpur,Iron Ore,50,34.8,Idle,31.292998,83.153069,64,40.4,2026-06-29 18:46:35
WG00331,9761467543,BTPN,NWR,North Western Railway,Delhi,Kanpur,Howrah,Coal,60,47.7,Unloading,15.98559,88.945684,58,47.7,2026-06-29 20:33:35
WG00332,4853846034,Flat,NWR,North Western Railway,Nagpur,Guntur,Chennai,Steel,65,26.7,Delayed,29.803571,87.616654,10,41.5,2026-06-29 21:48:35
WG00333,9706547011,Flat,SCR,South Central Railway,Lucknow,Vijayawada,Chennai,Petroleum,75,42.5,Idle,21.437068,88.337633,2,53.0,2026-06-29 21:22:35
WG00334,2362929542,Covered,SR,Southern Railway,Secunderabad,Chennai,Warangal,Cement,50,15.0,Running,26.124568,69.087114,61,21.2,2026-06-29 14:54:35
WG00335,1561607570,Covered,NER,North Eastern Railway,Secunderabad,Kanpur,Vijayawada,Cement,50,20.2,Idle,16.793333,83.626055,90,34.6,2026-06-29 17:49:35
WG00336,7648606046,Tank,SR,Southern Railway,Jaipur,Bhopal,Nagpur,Steel,55,53.2,Delayed,24.055899,86.566993,1,23.3,2026-06-29 17:49:35
WG00337,6885366632,BOXN,SR,Southern Railway,Delhi,Mumbai,Kanpur,Food Grains,75,39.1,Loading,14.21523,87.571782,69,54.9,2026-06-29 18:54:35
WG00338,5991476594,BTPN,NR,North Railway,Mumbai,Howrah,Nagpur,Steel,50,13.7,Idle,14.909206,80.395761,50,29.6,2026-06-29 15:05:35
WG00339,8476620034,Flat,SCR,South Central Railway,Lucknow,Warangal,Delhi,Coal,65,53.5,Maintenance,9.113782,85.345351,59,26.6,2026-06-29 22:10:35
WG00340,3217919670,BOXN,ER,Eastern Railway,Kolkata,Hyderabad,Howrah,Petroleum,60,51.5,Idle,26.563991,78.390619,60,40.6,2026-06-29 13:58:35
WG00341,8821112728,BTPN,NR,North Railway,Visakhapatnam,Vijayawada,Kanpur,Steel,70,66.7,Running,25.604758,70.951587,49,23.3,2026-06-29 17:34:35
WG00342,9286028108,Covered,ER,Eastern Railway,Secunderabad,Visakhapatnam,Howrah,Iron Ore,50,44.1,Idle,23.825969,86.741554,100,47.5,2026-06-29 19:03:35
WG00343,2355410197,BTPN,WR,Western Railway,Delhi,Howrah,Vijayawada,Coal,65,42.6,Running,10.861721,73.5326,76,30.5,2026-06-29 18:40:35
WG00344,4220202623,Flat,NWR,North Western Railway,Mumbai,Visakhapatnam,Warangal,Petroleum,75,71.9,Idle,19.079759,86.436855,74,52.6,2026-06-30 00:06:35
WG00345,6938201808,Hopper,SR,Southern Railway,Kolkata,Kanpur,Agra,Containers,70,58.7,Loading,8.545074,72.990346,52,35.6,2026-06-30 00:47:35
WG00346,4848659572,Covered,SR,Southern Railway,Hyderabad,Warangal,Visakhapatnam,Cement,55,47.2,Delayed,27.362249,77.108106,51,30.6,2026-06-29 20:54:35
WG00347,7166027427,BTPN,NWR,North Western Railway,Jaipur,Delhi,Howrah,Cement,55,43.7,Loading,15.28792,71.6521,10,49.9,2026-06-29 23:16:35
WG00348,6985808546,Tank,NWR,North Western Railway,Jaipur,Kanpur,Vijayawada,Steel,55,42.0,Delayed,9.309825,82.343605,35,35.2,2026-06-29 14:56:35
WG00349,2699298143,Covered,SWR,South Western Railway,Chennai,Delhi,Mumbai,Food Grains,60,44.1,Running,8.245796,79.254502,65,27.6,2026-06-29 22:21:35
WG00350,7090679659,Hopper,NR,North Railway,Hyderabad,Nagpur,Agra,Cement,60,55.0,Delayed,18.700152,75.907508,52,31.9,2026-06-29 17:10:35
WG00351,7727002244,BOXN,SWR,South Western Railway,Lucknow,Chennai,Secunderabad,Steel,50,15.2,Unloading,19.301906,85.542039,34,46.4,2026-06-29 16:04:35
WG00352,3524568686,Tank,SWR,South Western Railway,Delhi,Guntur,Visakhapatnam,Iron Ore,75,71.9,Delayed,24.822255,83.981264,46,43.0,2026-06-29 21:52:35
WG00353,2866491593,Tank,SER,South Eastern Railway,Jaipur,Vijayawada,Kanpur,Containers,75,34.1,Delayed,18.126424,76.407453,25,48.7,2026-06-29 21:53:35
WG00354,4021144389,Hopper,SR,Southern Railway,Kolkata,Visakhapatnam,Vijayawada,Coal,75,40.3,Maintenance,17.804694,79.053362,65,50.3,2026-06-29 17:22:35
WG00355,2214494429,Covered,NER,North Eastern Railway,Delhi,Kanpur,Hyderabad,Steel,65,22.9,Unloading,8.523088,81.537818,9,54.4,2026-06-30 00:05:35
WG00356,7763038620,BCN,SER,South Eastern Railway,Nagpur,Kanpur,Howrah,Petroleum,70,57.1,Idle,21.078624,72.157314,40,36.6,2026-06-29 21:57:35
WG00357,7834784272,Hopper,ER,Eastern Railway,Nagpur,Kanpur,Hyderabad,Containers,70,46.4,Delayed,18.90719,75.343015,99,54.6,2026-06-29 14:01:35
WG00358,1609646931,Hopper,CR,Central Railway,Kolkata,Hyderabad,Guntur,Coal,60,35.2,Maintenance,10.840207,80.398992,65,34.7,2026-06-29 23:18:35
WG00359,8569487101,Hopper,NR,North Railway,Nagpur,Guntur,Chennai,Steel,70,18.4,Maintenance,8.925688,84.978846,47,33.8,2026-06-29 19:26:35
WG00360,5290138682,BTPN,ER,Eastern Railway,Kolkata,Kanpur,Guntur,Cement,55,46.0,Delayed,20.131622,88.801015,19,49.0,2026-06-29 17:00:35
WG00361,7064563064,Tank,SWR,South Western Railway,Nagpur,Vijayawada,Hyderabad,Containers,50,29.8,Loading,26.713146,69.127817,20,53.6,2026-06-29 19:22:35
WG00362,3966568342,Flat,CR,Central Railway,Visakhapatnam,Kanpur,Vijayawada,Food Grains,50,30.8,Idle,21.387065,85.012907,42,30.2,2026-06-30 00:37:35
WG00363,6151149047,BCN,NR,North Railway,Jaipur,Hyderabad,Guntur,Food Grains,65,20.0,Maintenance,9.438214,68.03981,43,27.9,2026-06-29 15:42:35
WG00364,6130019177,BTPN,SWR,South Western Railway,Mumbai,Guntur,Agra,Petroleum,60,39.7,Delayed,15.932441,74.62401,63,27.9,2026-06-30 00:45:35
WG00365,8412652315,Covered,NR,North Railway,Delhi,Hyderabad,Delhi,Food Grains,70,59.1,Delayed,24.86315,72.882258,43,25.8,2026-06-29 13:59:35
WG00366,4570752279,Flat,NER,North Eastern Railway,Secunderabad,Vijayawada,Howrah,Containers,65,44.9,Delayed,23.570144,88.279892,72,42.7,2026-06-30 01:00:35
WG00367,1812288050,Tank,SER,South Eastern Railway,Chennai,Visakhapatnam,Delhi,Coal,55,42.7,Unloading,20.888642,70.811135,73,29.5,2026-06-29 23:13:35
WG00368,3849503504,Hopper,SER,South Eastern Railway,Nagpur,Howrah,Warangal,Containers,60,22.2,Idle,8.692507,80.532652,48,23.5,2026-06-29 22:12:35
WG00369,6796172201,Hopper,SWR,South Western Railway,Hyderabad,Chennai,Mumbai,Steel,65,63.7,Loading,20.352674,78.344932,13,24.6,2026-06-29 14:43:35
WG00370,6392449907,Hopper,CR,Central Railway,Hyderabad,Mumbai,Chennai,Containers,70,38.0,Idle,28.544868,71.968469,45,34.6,2026-06-29 14:08:35
WG00371,1557295938,BCN,SER,South Eastern Railway,Hyderabad,Warangal,Secunderabad,Steel,65,22.3,Idle,25.299781,81.260181,61,46.1,2026-06-29 18:16:35
WG00372,8229139887,Flat,SER,South Eastern Railway,Lucknow,Mumbai,Vijayawada,Iron Ore,50,20.1,Loading,10.582538,77.175968,29,36.0,2026-06-29 13:48:35
WG00373,6361678196,BOXN,WR,Western Railway,Lucknow,Howrah,Agra,Containers,70,59.0,Maintenance,26.861512,78.772594,82,25.4,2026-06-29 20:34:35
WG00374,4870088942,Flat,SWR,South Western Railway,Delhi,Chennai,Delhi,Steel,60,18.7,Maintenance,9.006269,80.560642,11,20.4,2026-06-29 18:14:35
WG00375,6681171113,Covered,NWR,North Western Railway,Jaipur,Delhi,Mumbai,Steel,60,29.5,Idle,17.608165,88.470517,75,27.0,2026-06-29 19:11:35
WG00376,4801689989,BCN,WR,Western Railway,Lucknow,Delhi,Chennai,Petroleum,70,28.3,Idle,13.338447,84.626189,47,23.8,2026-06-29 23:20:35
WG00377,9509876716,Covered,NER,North Eastern Railway,Delhi,Vijayawada,Guntur,Cement,65,25.4,Delayed,21.697384,72.543664,43,49.8,2026-06-29 16:18:35
WG00378,1394464721,Flat,NER,North Eastern Railway,Chennai,Bhopal,Nagpur,Steel,55,44.7,Unloading,13.036689,68.55484,49,30.3,2026-06-30 00:23:35
WG00379,2825766274,BOXN,CR,Central Railway,Mumbai,Hyderabad,Vijayawada,Automobiles,60,59.1,Delayed,8.30588,69.037356,58,49.6,2026-06-29 22:43:35
WG00380,9316875107,Tank,CR,Central Railway,Lucknow,Secunderabad,Visakhapatnam,Automobiles,70,18.8,Unloading,14.869063,73.769716,83,39.9,2026-06-29 15:05:35
WG00381,9702061658,Flat,NER,North Eastern Railway,Kolkata,Kanpur,Hyderabad,Automobiles,55,20.5,Loading,29.045098,72.275205,16,48.3,2026-06-30 01:01:35
WG00382,6750044087,Tank,NR,North Railway,Jaipur,Visakhapatnam,Hyderabad,Food Grains,65,34.9,Maintenance,11.083842,76.771773,46,50.3,2026-06-29 22:03:35
WG00383,7870819713,BTPN,SR,Southern Railway,Delhi,Vijayawada,Bhopal,Coal,70,24.7,Loading,27.028546,75.459762,99,25.2,2026-06-29 13:55:35
WG00384,1447376307,BOXN,SER,South Eastern Railway,Chennai,Warangal,Howrah,Cement,50,31.3,Delayed,21.796246,87.342695,66,23.5,2026-06-29 19:02:35
WG00385,1053706343,Covered,ER,Eastern Railway,Secunderabad,Hyderabad,Howrah,Cement,65,17.8,Unloading,26.917436,74.748147,62,21.1,2026-06-30 00:13:35
WG00386,5620835828,Flat,NER,North Eastern Railway,Jaipur,Bhopal,Visakhapatnam,Containers,70,45.5,Running,23.980325,83.582155,44,30.5,2026-06-30 00:24:35
WG00387,8910244128,Flat,SR,Southern Railway,Nagpur,Vijayawada,Guntur,Automobiles,70,38.0,Delayed,19.076478,78.710848,29,53.1,2026-06-29 15:09:35
WG00388,2995942259,BOXN,WR,Western Railway,Nagpur,Visakhapatnam,Bhopal,Steel,75,73.7,Unloading,17.715041,73.650408,95,45.4,2026-06-29 14:28:35
WG00389,8948349917,BOXN,CR,Central Railway,Secunderabad,Mumbai,Guntur,Petroleum,55,20.7,Unloading,14.370809,78.696839,94,20.1,2026-06-29 16:56:35
WG00390,2493704958,Hopper,SER,South Eastern Railway,Kolkata,Chennai,Mumbai,Steel,50,21.2,Maintenance,14.427474,84.911406,25,36.1,2026-06-29 20:50:35
WG00391,2010294540,Tank,ER,Eastern Railway,Secunderabad,Mumbai,Warangal,Containers,50,49.1,Idle,10.068355,69.57882,5,39.2,2026-06-29 15:48:35
WG00392,8119438408,BTPN,NR,North Railway,Kolkata,Bhopal,Visakhapatnam,Cement,75,51.7,Loading,16.087927,78.11742,68,25.0,2026-06-29 18:04:35
WG00393,2177998351,Covered,NER,North Eastern Railway,Jaipur,Kanpur,Bhopal,Coal,75,67.2,Idle,13.281459,68.182718,19,23.9,2026-06-30 01:02:35
WG00394,1965069131,Tank,SWR,South Western Railway,Hyderabad,Chennai,Warangal,Iron Ore,50,44.9,Loading,22.171427,87.442772,69,22.6,2026-06-29 19:36:35
WG00395,8398668732,BOXN,CR,Central Railway,Delhi,Guntur,Secunderabad,Containers,65,39.0,Maintenance,31.270863,87.060767,67,44.8,2026-06-29 22:38:35
WG00396,6599915638,BOXN,SWR,South Western Railway,Jaipur,Delhi,Warangal,Containers,65,50.5,Loading,29.528891,87.987771,90,31.0,2026-06-29 19:05:35
WG00397,7156116147,Covered,SCR,South Central Railway,Kolkata,Nagpur,Hyderabad,Steel,55,52.1,Unloading,19.824639,70.504284,40,34.3,2026-06-29 21:30:35
WG00398,9891374851,BCN,NR,North Railway,Delhi,Guntur,Kanpur,Containers,55,23.0,Unloading,15.51943,88.089542,76,24.4,2026-06-29 15:00:35
WG00399,3796111287,BTPN,SER,South Eastern Railway,Lucknow,Kanpur,Mumbai,Iron Ore,50,23.8,Loading,18.575907,84.500377,35,36.7,2026-06-29 18:14:35
WG00400,8614775561,BOXN,ER,Eastern Railway,Chennai,Visakhapatnam,Agra,Cement,75,50.1,Idle,9.852228,73.966449,42,30.9,2026-06-29 20:20:35
WG00401,5806503217,BOXN,SER,South Eastern Railway,Visakhapatnam,Chennai,Kanpur,Food Grains,60,36.9,Idle,20.325554,74.257714,52,48.0,2026-06-29 17:18:35
WG00402,4611839173,BTPN,SCR,South Central Railway,Delhi,Hyderabad,Nagpur,Iron Ore,50,17.3,Delayed,14.780954,78.492389,75,27.0,2026-06-29 20:28:35
WG00403,1475007030,Flat,NR,North Railway,Chennai,Guntur,Agra,Containers,60,22.3,Delayed,26.36417,87.546493,74,38.2,2026-06-29 21:08:35
WG00404,8984488475,Covered,NWR,North Western Railway,Secunderabad,Delhi,Chennai,Iron Ore,55,20.4,Idle,15.112463,80.312596,14,41.5,2026-06-29 22:04:35
WG00405,3110496598,Tank,SCR,South Central Railway,Delhi,Mumbai,Bhopal,Iron Ore,75,19.9,Running,28.318967,77.348609,12,47.1,2026-06-29 19:41:35
WG00406,3615133568,BTPN,SR,Southern Railway,Hyderabad,Visakhapatnam,Vijayawada,Cement,60,38.2,Unloading,17.235906,82.437851,33,26.4,2026-06-29 16:28:35
WG00407,3013429658,BCN,WR,Western Railway,Secunderabad,Guntur,Hyderabad,Iron Ore,65,27.7,Loading,30.162188,68.531335,56,25.2,2026-06-29 18:23:35
WG00408,2141399840,BTPN,ER,Eastern Railway,Chennai,Bhopal,Nagpur,Containers,70,23.0,Idle,15.318935,69.898526,29,37.7,2026-06-29 20:39:35
WG00409,9623374814,Covered,NR,North Railway,Secunderabad,Nagpur,Mumbai,Cement,50,28.9,Running,15.742717,68.577946,56,35.0,2026-06-29 20:50:35
WG00410,9239364817,BOXN,SWR,South Western Railway,Kolkata,Secunderabad,Delhi,Iron Ore,60,40.8,Unloading,21.512818,86.3019,57,38.4,2026-06-30 00:48:35
WG00411,1568491963,BCN,NR,North Railway,Hyderabad,Secunderabad,Warangal,Cement,75,44.4,Maintenance,13.466232,87.130152,48,27.6,2026-06-29 14:35:35
WG00412,3359166967,BTPN,NER,North Eastern Railway,Chennai,Warangal,Hyderabad,Food Grains,60,31.2,Delayed,14.876815,79.339185,24,29.1,2026-06-29 17:06:35
WG00413,9554647030,Covered,ER,Eastern Railway,Delhi,Bhopal,Agra,Petroleum,70,59.7,Running,25.262503,84.120434,30,52.4,2026-06-30 01:27:35
WG00414,7253607532,Covered,SR,Southern Railway,Lucknow,Guntur,Hyderabad,Cement,60,51.1,Running,23.913159,81.994542,75,51.0,2026-06-29 19:40:35
WG00415,8601927133,BOXN,SCR,South Central Railway,Chennai,Bhopal,Chennai,Petroleum,75,36.7,Loading,21.184425,80.384169,40,25.8,2026-06-29 19:32:35
WG00416,7393003567,BCN,SWR,South Western Railway,Nagpur,Vijayawada,Mumbai,Steel,75,63.1,Delayed,24.051507,82.283445,75,51.2,2026-06-29 22:06:35
WG00417,5148359292,Hopper,NER,North Eastern Railway,Mumbai,Secunderabad,Nagpur,Iron Ore,70,40.6,Maintenance,16.160162,87.745832,62,30.3,2026-06-29 14:03:35
WG00418,5392353088,Hopper,NER,North Eastern Railway,Lucknow,Delhi,Warangal,Cement,60,35.5,Maintenance,9.07685,72.22998,43,33.1,2026-06-29 19:18:35
WG00419,1890688681,BTPN,SR,Southern Railway,Hyderabad,Nagpur,Mumbai,Iron Ore,55,32.0,Idle,8.677578,77.303746,85,48.3,2026-06-30 01:31:35
WG00420,1712217735,BTPN,NR,North Railway,Chennai,Nagpur,Visakhapatnam,Coal,75,59.3,Delayed,22.454364,88.255499,100,24.6,2026-06-29 15:43:35
WG00421,9895907366,BCN,NR,North Railway,Visakhapatnam,Chennai,Bhopal,Automobiles,75,22.6,Delayed,25.683023,86.2971,49,22.2,2026-06-29 15:33:35
WG00422,7489618345,BTPN,SCR,South Central Railway,Secunderabad,Delhi,Chennai,Petroleum,50,41.4,Maintenance,28.852491,72.756605,66,22.1,2026-06-29 17:18:35
WG00423,6597737617,BCN,WR,Western Railway,Nagpur,Guntur,Bhopal,Containers,55,50.2,Running,28.625826,75.44397,92,31.0,2026-06-29 15:23:35
WG00424,1641776254,BOXN,NER,North Eastern Railway,Visakhapatnam,Kanpur,Howrah,Coal,50,34.2,Idle,12.585383,68.973545,11,47.5,2026-06-29 22:18:35
WG00425,4422168469,Flat,SER,South Eastern Railway,Delhi,Secunderabad,Delhi,Iron Ore,60,54.6,Delayed,16.334149,73.100813,73,47.9,2026-06-29 22:05:35
WG00426,2870383180,BOXN,NWR,North Western Railway,Kolkata,Mumbai,Kanpur,Containers,70,33.6,Delayed,24.579359,68.496022,36,24.2,2026-06-29 15:10:35
WG00427,5023411814,Covered,WR,Western Railway,Nagpur,Visakhapatnam,Howrah,Cement,55,48.9,Loading,25.418968,86.199793,96,42.5,2026-06-29 17:00:35
WG00428,7925078425,BTPN,SR,Southern Railway,Chennai,Kanpur,Vijayawada,Iron Ore,50,42.6,Maintenance,10.829856,74.526679,12,30.0,2026-06-29 23:51:35
WG00429,4185675200,BCN,SWR,South Western Railway,Hyderabad,Bhopal,Hyderabad,Cement,50,16.3,Loading,12.445116,69.937097,14,44.0,2026-06-29 17:46:35
WG00430,5948560634,BCN,WR,Western Railway,Mumbai,Nagpur,Howrah,Iron Ore,50,24.9,Idle,11.510319,81.617752,30,34.4,2026-06-29 18:08:35
WG00431,5552706012,Covered,CR,Central Railway,Nagpur,Kanpur,Delhi,Coal,75,35.7,Running,11.238471,77.964882,51,24.3,2026-06-30 00:00:35
WG00432,4519289989,BOXN,SR,Southern Railway,Jaipur,Hyderabad,Bhopal,Containers,70,51.8,Idle,8.747519,81.335413,86,42.4,2026-06-29 15:38:35
WG00433,3782175359,BTPN,ER,Eastern Railway,Nagpur,Nagpur,Vijayawada,Coal,50,17.5,Idle,14.364083,83.496035,91,44.0,2026-06-30 01:03:35
WG00434,5338892844,Covered,SER,South Eastern Railway,Kolkata,Chennai,Mumbai,Steel,60,58.0,Idle,30.240523,86.261957,79,25.0,2026-06-29 18:15:35
WG00435,8048407378,BCN,NER,North Eastern Railway,Visakhapatnam,Howrah,Hyderabad,Cement,55,43.4,Unloading,23.591221,74.615643,11,21.9,2026-06-30 00:21:35
WG00436,3212294017,Flat,SR,Southern Railway,Kolkata,Guntur,Chennai,Automobiles,70,38.6,Idle,16.246876,82.293478,48,52.0,2026-06-29 20:38:35
WG00437,8827573776,Hopper,SCR,South Central Railway,Nagpur,Warangal,Secunderabad,Iron Ore,60,22.4,Unloading,10.104514,79.040062,21,47.0,2026-06-29 16:31:35
WG00438,8364767860,BTPN,SWR,South Western Railway,Hyderabad,Agra,Secunderabad,Automobiles,65,33.6,Running,22.112701,82.668619,15,47.0,2026-06-30 00:28:35
WG00439,8865017394,Hopper,NR,North Railway,Delhi,Howrah,Visakhapatnam,Food Grains,65,24.0,Delayed,22.121641,79.993416,40,32.1,2026-06-29 20:36:35
WG00440,2517374390,BOXN,SWR,South Western Railway,Kolkata,Guntur,Mumbai,Food Grains,70,19.5,Running,19.955605,86.844824,2,23.6,2026-06-30 00:52:35
WG00441,5175944942,BCN,SCR,South Central Railway,Hyderabad,Warangal,Guntur,Petroleum,75,34.7,Idle,17.966977,71.374123,70,27.5,2026-06-29 23:30:35
WG00442,4385573528,Tank,WR,Western Railway,Mumbai,Vijayawada,Mumbai,Coal,60,25.8,Loading,22.914011,88.79208,79,32.9,2026-06-29 19:44:35
WG00443,1481620818,Tank,ER,Eastern Railway,Kolkata,Howrah,Vijayawada,Coal,75,26.3,Maintenance,24.555923,87.283176,35,52.6,2026-06-29 17:10:35
WG00444,4037392839,Tank,CR,Central Railway,Chennai,Agra,Bhopal,Food Grains,75,29.1,Unloading,13.976615,80.941822,91,31.4,2026-06-29 20:35:35
WG00445,5596668360,Flat,NWR,North Western Railway,Nagpur,Howrah,Secunderabad,Automobiles,65,44.0,Delayed,15.940847,83.426004,56,54.3,2026-06-29 21:30:35
WG00446,2066552989,BTPN,NER,North Eastern Railway,Jaipur,Chennai,Nagpur,Coal,65,17.2,Unloading,12.320166,74.770466,34,42.1,2026-06-29 22:20:35
WG00447,7459411080,BTPN,NR,North Railway,Nagpur,Kanpur,Visakhapatnam,Steel,70,51.0,Loading,9.232565,79.007058,19,26.7,2026-06-29 15:37:35
WG00448,7417698571,Flat,SWR,South Western Railway,Lucknow,Chennai,Agra,Iron Ore,75,44.2,Unloading,12.948857,70.771736,3,21.8,2026-06-29 17:34:35
WG00449,4863181815,Hopper,SWR,South Western Railway,Mumbai,Warangal,Howrah,Cement,55,15.3,Running,29.785696,69.517542,93,43.4,2026-06-29 14:04:35
WG00450,1894023158,Hopper,SER,South Eastern Railway,Delhi,Chennai,Hyderabad,Steel,70,43.8,Idle,27.021381,78.135067,3,31.1,2026-06-29 20:52:35
WG00451,7467606998,BOXN,NER,North Eastern Railway,Kolkata,Guntur,Visakhapatnam,Containers,60,45.2,Unloading,18.48982,86.881174,81,46.5,2026-06-29 15:47:35
WG00452,7269542723,Covered,SR,Southern Railway,Nagpur,Agra,Guntur,Steel,70,33.5,Delayed,10.791113,68.123006,98,51.9,2026-06-29 20:58:35
WG00453,8155183899,Flat,NR,North Railway,Hyderabad,Bhopal,Howrah,Containers,75,74.6,Loading,26.423247,76.474484,88,51.0,2026-06-29 23:16:35
WG00454,8878420797,Tank,WR,Western Railway,Hyderabad,Secunderabad,Nagpur,Cement,55,49.6,Loading,13.430696,81.976622,16,45.3,2026-06-29 18:01:35
WG00455,8541655173,Flat,ER,Eastern Railway,Mumbai,Nagpur,Hyderabad,Iron Ore,50,45.1,Loading,12.381125,84.618339,20,38.7,2026-06-29 17:20:35
WG00456,3191451552,BOXN,NR,North Railway,Kolkata,Delhi,Howrah,Food Grains,60,50.9,Loading,19.089274,70.256076,92,22.7,2026-06-29 18:43:35
WG00457,9283906957,Covered,WR,Western Railway,Nagpur,Bhopal,Guntur,Cement,60,55.8,Idle,17.00686,83.175011,0,29.4,2026-06-29 21:39:35
WG00458,6352587907,BTPN,SCR,South Central Railway,Hyderabad,Chennai,Nagpur,Petroleum,60,23.8,Unloading,24.356324,75.383129,37,46.1,2026-06-30 00:29:35
WG00459,7753652111,Covered,NWR,North Western Railway,Nagpur,Vijayawada,Warangal,Coal,55,33.4,Delayed,10.161216,85.738012,32,40.5,2026-06-29 19:01:35
WG00460,5382494001,Hopper,WR,Western Railway,Delhi,Vijayawada,Chennai,Automobiles,65,55.4,Unloading,27.620902,73.443825,67,44.3,2026-06-30 00:48:35
WG00461,7865408388,Tank,NER,North Eastern Railway,Delhi,Howrah,Agra,Containers,65,26.3,Idle,27.129851,78.703041,85,26.1,2026-06-29 23:32:35
WG00462,1266719624,Tank,SCR,South Central Railway,Mumbai,Vijayawada,Chennai,Coal,55,28.7,Unloading,27.268742,72.923024,65,25.6,2026-06-30 00:26:35
WG00463,8958409864,Covered,SWR,South Western Railway,Jaipur,Kanpur,Warangal,Containers,65,17.2,Maintenance,21.424483,86.959346,100,24.2,2026-06-29 19:14:35
WG00464,6622190369,Flat,SR,Southern Railway,Jaipur,Kanpur,Nagpur,Automobiles,65,46.4,Maintenance,31.380648,71.86943,26,44.1,2026-06-29 14:21:35
WG00465,5519894200,Hopper,WR,Western Railway,Jaipur,Howrah,Kanpur,Petroleum,70,69.3,Idle,8.69278,75.938572,72,42.8,2026-06-29 17:20:35
WG00466,7256135912,Flat,NER,North Eastern Railway,Hyderabad,Warangal,Kanpur,Automobiles,50,48.3,Running,26.598853,70.595502,12,41.1,2026-06-29 15:46:35
WG00467,3025827926,Hopper,WR,Western Railway,Secunderabad,Bhopal,Nagpur,Cement,60,45.8,Loading,11.066573,73.513853,69,50.2,2026-06-30 00:02:35
WG00468,1323278817,Hopper,NER,North Eastern Railway,Jaipur,Kanpur,Warangal,Food Grains,75,50.4,Unloading,24.87759,83.198697,76,24.5,2026-06-30 00:31:35
WG00469,5223634295,BCN,NR,North Railway,Secunderabad,Kanpur,Guntur,Steel,50,34.2,Loading,28.503567,76.919709,85,48.8,2026-06-29 21:43:35
WG00470,3851869133,BOXN,SR,Southern Railway,Chennai,Chennai,Howrah,Petroleum,70,40.2,Unloading,19.755642,80.832016,66,46.4,2026-06-29 20:36:35
WG00471,3364845130,Hopper,SR,Southern Railway,Secunderabad,Mumbai,Visakhapatnam,Containers,65,29.3,Unloading,22.774946,72.819872,28,43.4,2026-06-29 18:28:35
WG00472,9350078766,BTPN,WR,Western Railway,Visakhapatnam,Warangal,Agra,Iron Ore,75,61.8,Loading,26.852973,81.525339,21,42.9,2026-06-29 17:51:35
WG00473,9438037463,BTPN,CR,Central Railway,Nagpur,Nagpur,Delhi,Cement,75,23.9,Unloading,26.807252,78.563959,61,32.2,2026-06-29 21:35:35
